,adviseInfo,clCodeNm,cntntsNo,distbNm,dlthtsCodeNm,dlthtsManageInfo,eclgyCodeNm,etcEraInfo,flclrCodeNm,flpodmtBigInfo,flpodmtMddlInfo,flpodmtSmallInfo,fmlCodeNm,fmlNm,fmldeSeasonCodeNm,fmldecolrCodeNm,fncltyInfo,frtlzrInfo,growthAraInfo,growthHgInfo,grwhTpCode,grwhTpCodeNm,grwhstleCodeNm,grwtveCode,grwtveCodeNm,hdCode,hdCodeNm,hgBigInfo,hgMddlInfo,hgSmallInfo,ignSeasonCodeNm,imageEvlLinkCours,indoorpsncpacompositionCodeNm,lefStleInfo,lefcolrCodeNm,lefmrkCodeNm,lighttdemanddoCodeNm,managedemanddoCode,managedemanddoCodeNm,managelevelCode,managelevelCodeNm,orgplceInfo,pcBigInfo,pcMddlInfo,pcSmallInfo,plntbneNm,plntzrNm,postngplaceCodeNm,prpgtEraInfo,prpgtmthCodeNm,smellCode,smellCodeNm,soilInfo,speclmanageInfo,toxctyInfo,volmeBigInfo,volmeMddlInfo,volmeSmallInfo,vrticlBigInfo,vrticlMddlInfo,vrticlSmallInfo,watercycleAutumnCode,watercycleAutumnCodeNm,watercycleSprngCode,watercycleSprngCodeNm,watercycleSummerCode,watercycleSummerCodeNm,watercycleWinterCode,watercycleWinterCodeNm,widthBigInfo,widthMddlInfo,widthSmallInfo,winterLwetTpCode,winterLwetTpCodeNm
167,,잎보기식물,13260,,"응애,깍지벌레",,일반형,,,,,,대극과,063013,,,열대성 상록 관목으로 다양한 잎 모양과 잎색에 따른 품종이 많고 빛에 대한 적응성이 강하여 어두운 곳에서도 오래 견딘다.,비료를 보통 요구함,50,100,082003,21~25℃,관목형,,,083002,40 ~ 70%,,,,,,중층목,,"녹색, 연두색,금색, 노란색,흰색, 크림색,여러색 혼합","줄무늬,점무늬,잎 가장자리 무늬,기타 (무늬없음 등)","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,동남아시아,,,,Codiaeum variegatum,"garden croton, variegated croton","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079003,약함,,"온도에 대해서는 민감하게 반응하여 저온조건에서는 잎이 잘 떨어짐, 매년 봄에 분을 갈아준다.",,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
168,pictum,잎보기식물,13261,,"응애,깍지벌레",,일반형,,,,,,대극과,063013,,,"Skill Level: Experienced



Exposure: Full sun



Soil type: Well-drained/light, Moist, Sandy







**This is an evergreen shrub found in the tropics and the Far East, where it grows to 3m (10ft) in height. Its main attraction is its glossy foliage which is dark green, laced with veins of yellow, pink, orange and red, and in its native areas it's often used for decorative hedges. In the UK, it can be grown as an attractive houseplant, ideal for a warm room or conservatory. The plant can be a bit tricky to look after as it needs a brightly lit position away from draughts, with a good, constant temperature between 16C to 29C (60F to 85F). It also needs a high level of humidity, so mist it regularly to keep it looking its best. Keep the plant well watered in summer but infrequently in winter. Plants should be given a weak liquid feed every three weeks or so during the summer growing period.",비료를 보통 요구함,50,100,082003,21~25℃,관목형,090002,보통,083002,40 ~ 70%,,,,,,중층목,,"녹색, 연두색,금색, 노란색,여러색 혼합","줄무늬,점무늬,잎 가장자리 무늬","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,동남아시아,,,,Codiaeum variegatum var. pictum,Joseph's coat,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079003,약함,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
169,,잎보기식물,13257,,,개각충,,,,,,,파인애플과,063056,,,파인애플과 식물중 지피식물로 건조에 강하여 기르기 쉬운 식물이다.,비료를 보통 요구함,37,,082003,21~25℃,로제트형,,,083002,40 ~ 70%,,,,,,,,"녹색, 연두색,여러색 혼합",줄무늬,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,,,브라질,,,,Cryptanthus spp.,"earth stars, starfish plant","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,분주,,,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,,,057005,13℃ 이상
170,"원예교배종/관화, 덩굴성 식물/실외 울타리, 실내 공중걸이 화분",꽃보기식물,13255,,"응애,온실가루이",,일반형,,"보라색,분홍색,빨강색,흰색",,,,미나리아재비과,063061,,,"꽃피는 시기에는 물이 마르면 안되고 올라갈 지지대가 필요하다.
물과 양분을 충분히 준다.",2주 1회 정도 복합비료 필요,30,50,082003,21~25℃,덩굴성,090001,빠름,,,,,,"봄,여름",,중층목,,"녹색, 연두색",기타 (무늬없음 등),"높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089002,경험자,중국,,,,Clematis florida,clematis,발코니 창측 (실내깊이 0~50cm),,삽목,079003,약함,,,,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,,,057001,0℃ 이하
171,,잎&꽃보기식물,12996,털달개비,응애,,건조형,,"보라색,분홍색",,,,닭의장풀과,063012,,,,,30,25,082003,21~25℃,다육형,090003,느림,083002,40 ~ 70%,,,,"봄,여름",,하층목,,"녹색, 연두색,은색, 회색",기타 (무늬없음 등),"높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089002,경험자,중앙아메리카,,,,Tradescantia sillamontana,"White Velvet, White Gossamer","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079004,거의 없음,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
172,,잎&꽃보기식물,13001,,"응애,깍지벌레,온실가루이",,일반형,,노랑색,,,,국화과,063005,,,,비료를 보통 요구함,30,40,082002,16~20℃,풀모양,,,083002,40 ~ 70%,,,,"봄,여름",,하층목,,"녹색, 연두색",기타 (무늬없음 등),"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),,,"한국남해안, 일본, 대만, 중국",,,,Farfugium japonicum,leopard plant,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"파종,분주",079004,거의 없음,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,,,057002,5℃
173,"책상 위에 올려놓고 키운다 하여 탁상야자, 테이블야자라고 불림",잎보기식물,13002,,"응애,깍지벌레","개각충, 응애",일반형,,,,,,야자과,063060,,,"공기중에 수분을 방출하는 능력이 뛰어나고 벤젠, 포름알데히드등의 화학물질을 제거하는데 좋아 공기정화식물로도 적절하다.",비료를 보통 요구함,50,200,082003,21~25℃,직립형,090002,보통,083002,40 ~ 70%,,,,,,상층목,,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089001,초보자,멕시코 과테말라,,,,Chamaedorea elegans,"parlour palm, good luck palm, neanthe bella","실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"파종,분주,기타",079003,약함,"포름알데히드, 벤젠, 톨루엔, 트리클로로 에틸렌, 암모니아",충분한 관수를 해주는 것이 중요하다.,,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
174,,잎보기식물,13003,,"진딧물,응애,온실가루이","온실가루이, 개각충, 진딧물",일반형,,,,,,범의귀과,063028,,,,비료를 보통 요구함,30,40,082003,21~25℃,풀모양,,,083002,40 ~ 70%,,,,,,"중층목,하층목",,"녹색, 연두색,흰색, 크림색","점무늬,기타 (무늬없음 등)","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,북아메리카의 서해안,,,,Tolmiea menziesii,"piggyback plant, youth an age, mother of thousands","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,분주,079004,거의 없음,,,,,,,,,,,,,,,,,,,,,057004,10℃
175,"파인애플과 난종류가 아님, 열대식물로 추위에는 약함",잎&꽃보기식물,13004,,응애,,"일반형,건조형",,"보라색,분홍색",,,,파인애플과,063056,,,화포틑 분홍색으로 각각의 포에서 남보라색 꽃이 차례로 피는데 같은 포에서 3~4장의 꽃잎을 올림,비료를 보통 요구함,25,30,082003,21~25℃,로제트형,090003,느림,083002,40 ~ 70%,,,,"봄,겨울",,하층목,,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,"페루, 에콰도르",,,,Tillandsia cyanea,"blue-flowered torch, pink quill","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",,"분주,기타",079004,거의 없음,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057004,10℃
176,,잎보기식물,13248,,"응애,깍지벌레",,일반형,,,,,,물밤나무과,063023,,,"외국에서는 Money tree라고 불리우고, 잎과 꽃은 채소처럼 식용하고, 열매는 땅콩맛이 난다.",비료를 보통 요구함,50,200,082003,21~25℃,직립형,,,083002,40 ~ 70%,,,,,,상층목,,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,중앙 아메리카,,,,Pachira aquatica,"guiana chestnut,malaba chestnut, provision tree, sava nut, money tree, money plant","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",,파종,079004,거의 없음,,,해독작용,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
177,,잎&꽃보기식물,13247,파피오페딜럼,깍지벌레,,"일반형,건조형",,"보라색,분홍색,빨강색,노랑색,흰색,혼합색",,,,난초과,063010,,,,,30,30,082003,21~25℃,풀모양,090003,느림,083003,70% 이상,,,,"봄,여름",,하층목,,"녹색, 연두색","점무늬,기타 (무늬없음 등)","중간 광도(800~1,500 Lux)",058003,필요함,089003,전문가,열대 및 아열대 아시아,,,,Paphiopedilum hybrids,Lady's slipper,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"분주,기타",079003,약함,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057004,10℃
178,,잎&꽃보기식물,13245,,깍지벌레,,"일반형,건조형",,"분홍색,오렌지색,노랑색,흰색,혼합색",,,,난초과,063010,,,,비료를 보통 요구함,20,30,082003,21~25℃,"로제트형,다육형",090003,느림,083002,40 ~ 70%,,,,"봄,여름,겨울",,하층목,,"녹색, 연두색",,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058004,특별 관리 요구,089003,전문가,동남아시아,,,,Phalaenopsis spp.,Phalaenopsis,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,기타,079003,약함,,실내공기가 너무 건조하면 개각충이나 응애가 발생함,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
179,"꽃말 '분별, 비밀' (손처럼 생긴 넓은 잎이 8갈래로 갈라져 팔손이로 불림)",잎&꽃보기식물,13244,,"응애,깍지벌레",,일반형,,,,,,두릅나무과,063017,,,"마치 손가락처럼 7~11열로 깊게 갈라진 큰 잎이 호생하며, 잎 양면에 털이 없고 짙은 녹색으로 광택이 있고 뒷면은 황록색이다.",비료를 보통 요구함,50,150,082002,16~20℃,관목형,090002,보통,083002,40 ~ 70%,,,,,,"상층목,중층목",,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089001,초보자,"한국 남해안, 일본",,,,Fatsia japonica,"japanese fatsia, formosa rice tree, paper plant, false caster oil plant, fig leaf palm, japanese aralia","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"파종,삽목",079003,약함,,4~9월까지 년 1회 영양관리 권장한다.,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057002,5℃
180,,잎보기식물,13242,,"응애,깍지벌레",,일반형,,,,,,뽕나무과,063038,,,,비료를 보통 요구함,40,50,082003,21~25℃,관목형,090002,보통,083002,40 ~ 70%,,,,,,"상층목,중층목",,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089002,경험자,,,,,Ficus panda,Ficus Panda,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"삽목,접목",079004,거의 없음,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
181,,잎보기식물,13253,,"응애,깍지벌레","깍지벌레, 개각충, 진딧물, 응애",일반형,,,,,,두릅나무과,063017,,,,비료를 보통 요구함,30,50,082002,16~20℃,직립형,,,083002,40 ~ 70%,,,,,,"상층목,중층목",,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089001,초보자,칠레,,,,Fatshedera lizei,"miracle plant, ivy tree, tree-ivy","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079003,약함,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,,,057004,10℃
182,,잎보기식물,13240,,"응애,깍지벌레",,일반형,,,,,,후추과,063059,,,,비료를 보통 요구함,25,25,082003,21~25℃,"풀모양,다육형",,,083002,40 ~ 70%,,,,,,"하층목,지피식물",,"녹색, 연두색,은색, 회색","잎 가장자리 무늬,기타 (무늬없음 등)","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089002,경험자,중앙 아메리카,,,,Peperomia obtusifolia,"desert privet, pepper face, baby rubber plant","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",,삽목,079004,거의 없음,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
183,,잎보기식물,13216,,"응애,깍지벌레",,일반형,,,,,,후추과,063059,,,,비료를 보통 요구함,25,25,082003,21~25℃,"풀모양,다육형",,,083002,40 ~ 70%,,,,,,하층목,,"녹색, 연두색","잎 가장자리 무늬,기타 (무늬없음 등)","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089002,경험자,중앙 아메리카,,,,Peperomia clusiifolia,red edge peperomia,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",,삽목,079003,약함,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
184,,잎보기식물,13215,,"응애,깍지벌레",,일반형,,,,,,후추과,063059,,,,비료를 보통 요구함,30,30,082003,21~25℃,"풀모양,다육형",,,083002,40 ~ 70%,,,,,,하층목,,"녹색, 연두색,흰색, 크림색",줄무늬,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,중앙 아메리카,,,,Peperomia puteolata,Parallel Peperomia,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079003,약함,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
185,,잎&꽃보기식물,13214,,"응애,깍지벌레,온실가루이",,일반형,,"분홍색,빨강색,노랑색,흰색,혼합색",,,,대극과,063013,,,추위에 약한 식물로 온도가 낮으면 잎이 덜어진다. 잎에서 나오는 흰색 즙액은 피부나 눈에 염증을 일으킬 수 있으므로 조심한다.,비료를 보통 요구함,50,100,082003,21~25℃,관목형,,,083002,40 ~ 70%,,,,"봄,겨울",,"상층목,중층목",,"녹색, 연두색",기타 (무늬없음 등),"높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,멕시코,,,,Euphorbia pulcherrima,"poinsettia, christmas flower, painted leaf, lobster plant","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079004,거의 없음,,,,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,,,057005,13℃ 이상
186,,잎보기식물,13213,"폴리샤스, 폴리시아스 (추천유통명: 폴리시아스)","응애,깍지벌레",,일반형,,,,,,두릅나무과,063017,,,풍성하고 섬세한 잎과 부드럽게 늘어뜨려진 가지에 매력이 있어 인기가 있음,비료를 보통 요구함,50,150,082003,21~25℃,관목형,,,083002,40 ~ 70%,,,,,,"상층목,중층목",,"녹색, 연두색,흰색, 크림색",잎 가장자리 무늬,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,뉴칼레도니아,,,,Polyscias balfouriana 'Marginata',"dinner plate aralia, balfour aralia","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",,삽목,079004,거의 없음,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
187,"덩굴성 관엽식물/실내화단 지피용, 목부작, 석부작 등",잎보기식물,13212,,"응애,깍지벌레,온실가루이",,일반형,,,,,,뽕나무과,063038,,,,비료를 보통 요구함,30,20,082003,21~25℃,덩굴성,,,083002,40 ~ 70%,,,,,,지피식물,,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,,,"한국, 일본, 중국남부",,,,Ficus pumila,creeping fig,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079004,거의 없음,,너무 자주 옮겨심기는 피하고 2년에 한 번 정도 덩굴이 무성해졌을 때 가지치기를 한다. 여름에는 잎에 자주 분무해 준다.,,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,,,057004,10℃
188,"화분식물, 실내정원의 아랫부분에 색상을 주고 싶을 때 사용",잎보기식물,13211,,"응애,깍지벌레",,일반형,,,,,,고사리과,063004,,,긴 잎의 중앙에 흰 무늬가 있는 관엽식물이고 잎은 우상복엽으로 1-3쌍이고 길이는 비교적 짧으며 모양과 색깔 무늬가 다양하고 아름답다,비료를 보통 요구함,30,30,082003,21~25℃,풀모양,,,083003,70% 이상,,,,,,하층목,,"녹색, 연두색,흰색, 크림색","줄무늬,기타 (무늬없음 등)","낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089001,초보자,"한국, 일본, 중국,동남아시아",,,,Pteris cretica,Cretan brake,"실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"파종,분주,기타",,,,고사리과 중에서 잎의 크기와 모양이 다양하고 기르기 쉬운 종류이다. 배양토가 완전히 마르지 않도록 주의하면 아름다운 색상과 모습을 관상할 수 있다.,,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,,,057002,5℃
189,,"잎&꽃보기식물,열매보기식물",13209,,"응애,깍지벌레",,일반형,,흰색,,,,장미과,063048,"여름,가을","빨강색,오렌지색,노랑색",,비료를 보통 요구함,50,100,082002,16~20℃,관목형,090001,빠름,083002,40 ~ 70%,,,,봄,,"상층목,중층목",,"녹색, 연두색,흰색, 크림색","잎 가장자리 무늬,기타 (무늬없음 등)","높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089002,경험자,,,,,Pyracantha coccinea,"firethorn, scarlet firethorn","발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079001,강함,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057001,0℃ 이하
190,,잎보기식물,13251,,"응애,온실가루이",,일반형,,,,,,쥐꼬리망초과,063049,,,"고온다습하고 통풍이 원활한 밝은 그늘이나 반그늘에서 잘 자란다. 
생장이 느리고 잎 주변에 지속적인 수분과 따뜻함을 요구하고 공중습도 유지가 제일 중요하다.",비료를 보통 요구함,20,20,082003,21~25℃,풀모양,090002,보통,083002,40 ~ 70%,,,,,,"하층목,지피식물",,여러색 혼합,"줄무늬,잎 가장자리 무늬","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058004,특별 관리 요구,089002,경험자,"남아메리카, 페루",,,,Fittonia verschaffeltii 'Pink Star',"Mosaic Plant, Nerve Plant, Painted Net Leaf","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",,"삽목,분주",079004,거의 없음,,"- 부분적으로 빛이 드는 장소, 직사광선을 피한다.
- 봄부터 가을까지 충분하게, 겨울엔 토양이 바싹 마를 때 인색하게 주고 미온수를 이용한다.
- 갑자기 강한 햇빛에 노출되면 잎이 타기 쉽다.",,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
191,,잎보기식물,13197,,"응애,온실가루이",,일반형,,,,,,쥐꼬리망초과,063049,,,"고온다습하고 통풍이 원활한 밝은 그늘이나 반그늘에서 잘 자란다. 

갑자기 강한 햇빛에 노출되면 잎이 타기 쉽다.",비료를 보통 요구함,20,20,082003,21~25℃,풀모양,,,083002,40 ~ 70%,,,,,,"하층목,지피식물",,"녹색, 연두색,흰색, 크림색","줄무늬,잎 가장자리 무늬","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,"남아메리카, 페루",,,,Fittonia verschaffelti 'White Star',"Mosaic Plant, Nerve Plant, Painted Net Leaf","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",,"삽목,분주",,,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
192,,잎보기식물,13194,,"응애,깍지벌레",,"일반형,수경형",,,,,,백합과,063033,,,,비료를 보통 요구함,30,30,082003,21~25℃,풀모양,090002,보통,083002,40 ~ 70%,,,,,,하층목,,"녹색, 연두색,흰색, 크림색",줄무늬,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089001,초보자,아프리카,,,,Chlorophytum comosum 'Picturatum',"spider plant, spider ivy, ribbon plant","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,분주,079003,약함,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
